source_text,target_text,id,modern_source_text
"não que alguém se compadecerá deles, não que alguém vá libertá-los","na abá o aûsubar-y îanondé ruã, na abá o pysyrõ îanondé ruãne",4091,"não que alguém se compadecerá deles, não que alguém vá libertá-los"
homem soberbo,abá-poroîukaíba,4092,homem soberbo
tu mesmo dizes isso,endé é aîpó eré,4093,você mesmo diz isso
"aquele pão o padre o partiu, certamente",a'e miapepûera abaré oîmbo'i re'a,4094,"aquele pão o padre o partiu, certamente"
esse fez aquele céu que vemos,kó a'e ybaka îandé remiepîakûama oîmonhang,4095,esse fez aquele céu que vemos
a alma depois que sai do corpo,angûera,4096,a alma depois que sai do corpo
"daqui vou para longe, outras aldeias frequentando","kûé suí asó mamõ, amõ taba rapekóbo",4097,"daqui vou para longe, frequentando outras aldeias"
são numerosos os que não são conhecidos,se'yî i kuabypyre'yma,4098,são numerosos os que não são conhecidos
"por isso mesmo as malditas correm, insultando-se muito umas às outras",nd'e'i te'e moxy onhana oîoa'o-marangatûabo,4099,"por isso mesmo as malditas correm, insultando-se muito umas às outras"
forquilha de madeira,ybyrá kamby,4100,forquilha de madeira
alegrando todas as velhas,gûaîbĩ moesãîa mbá,4101,alegrando todas as velhas
"para cima suas pernas mandou pregar e, para baixo, sua cabeça","ybaté koty ogûetymã moîarukari,'yba koty o akanga",4102,"para cima suas pernas mandou pregar e, para baixo, sua cabeça"
"e mentindo aquele que invoca sua própria alma, a alma de alguém ou também algum santo que está no céu, que acontece?","o'anga koîpó abá 'anga koîpó santo amõ ybakype tekoara renõîndara abé o îuraragûaîamo nhẽ, marãpe?",4103,"e mentindo aquele que invoca sua própria alma, a alma de alguém ou também algum santo que está no céu, o que acontece?"
o tradutor do padre,abaré nhe'engerekoara,4104,o tradutor do padre
eu sou todo manchado,xe pinĩ-pinim,4105,eu sou todo manchado
mas sua vida é muito má,sekó-te i poxyeté,4106,mas sua vida é muito má
eu tenho as cavidades dos olhos encovadas,xe resakûá-rorẽ,4107,eu tenho as cavidades dos olhos encovadas
fiz que não o vi,n'asendube'ym-a'ubi - fiz que não o ouvi n'asepîake'ym-a'ubi,4108,fiz de conta que não o vi
minha coragem ainda existe,oîkó bé xe taŷaíba,4109,minha coragem ainda existe
muito maior,turusu-katu-eté,4110,muito maior
está pronto o guaitacá?,sekoaûîépe gûaîtaká?,4111,está pronto o guaitacá?
"ele, de costume, agiria de outra maneira",marandé ipó ahẽ rekóû nhandu,4112,"ele, de costume, agiria de outra maneira"
"sofreu, suportando o fogo","sosang, tatá porarábo",4113,"sofreu, suportando o fogo"
já transborda o cauim,tynysẽ umã kaûĩ,4114,já transborda o cauim
envergonhaste à toa tua esposa?,ereîmomara'a tenhẽpe nde remirekó?,4115,você envergonhou à toa sua esposa?
"a terra ferve, ficando a estremecer","yby obu-obur, otumu-tumunga",4116,"a terra ferve, ficando a estremecer"
batendo numa mulher grávida,kunhã muru'abora resé opûá,4117,batendo em uma mulher grávida
e os rapazes que perseguem mulheres?,a'epe kunumĩgûasu kunhã oîmomosemba'e?,4118,e os rapazes que perseguem mulheres?
"vem para prová-los, pois",eîori sa'anga rõ,4119,"vem para prová-los, pois"
milho de que se faz pão,abati-tinga,4120,milho de que se faz pão
não quero que os índios deixem isso,n'aîpotari abá seîara,4121,não quero que os índios deixem isso
"dardejaste palavras em teu pai, respondendo ele agressivamente?","erenhe'eng-ybõpe nde ruba, i îuruobaîtĩamo?",4122,"você dardejou palavras ao seu pai, respondendo ele agressivamente?"
deus o tomou,tupã tari,4123,Deus o tomou
ela teve penca uma vez,oîepé i pem,4124,ela teve penca uma vez
"""ajuntamento de ostras"", nome de um lugar",rerityba,4125,"""ajuntamento de ostras"", nome de um lugar"
derrubei-o,aîaparaîtyk,4126,derrubei-o
eu me escafedo ao ir,- xe rembyrĩ gûixóbo,4127,eu me escafedo ao ir
certo homem branco nobre,amõ karaíba mosakara,4128,certo homem branco nobre
posso vê-lo,a'ekatu sepîaka,4129,posso vê-lo
não conheço esse homem,n'aîkuabi a'e abá,4130,não conheço esse homem
costas corcovadas,kupé-asura,4131,costas corcovadas
guarda-te de me estranhares,teumẽ xe mote'ebo,4132,cuide para não me estranhar
"tu não sossegas, não sabendo as ações dos inimigos","na nde apysyki, tobaîara rekorama kuabe'yma",4133,"você não sossega, não sabendo as ações dos inimigos"
prender escravos,tapuîa rara,4134,prender escravos
creio na vida que não acabará,arobîar tekobé opaba'erame'yma,4135,creio na vida que não acabará
"cantemos um pouquinho, primeiro, para festejarmos bem o dia",t'îanhe'engá-mirĩ ranhẽ 'ara momorãngatûabo,4136,"cantemos um pouquinho, primeiro, para festejarmos bem o dia"
medi a profundidade dele,atypy-a'ang,4137,medi a profundidade dele
sou leve,abebuîkatu,4138,sou leve
"após passar o seu parto, santa maria levou seu filho jesus para o templo","o membyraragûera kûab'iré, santa maria o membyra îesus rerasóû tupãokype",4139,"após passar o seu parto, Santa Maria levou seu filho Jesus para o templo"
"entrando nos seus antigos corpos, fazendo-os levantar imediatamente","ogûetepûera pupé oîkŷabo, i mopu'ama kûeîeténe",4140,"entrando nos seus antigos corpos, fazendo-os levantar imediatamente"
"a saída do sol, o nascer do sol",kûarasy sembaba,4141,"a saída do sol, o nascer do sol"
lanço palavras contra ele,aîtyk nhe'enga sesé,4142,lanço palavras contra ele
não trouxe nem mesmo um só,oîepé tiruã nd'aruri,4143,não trouxe nem mesmo um só
"mandando-o ir, sem problemas, não ages como o que estima teu imperador césar",i mondóbo nhẽ nd'ereîkóî césar nde rubixaba raûsuparamo,4144,"mandando-o ir, sem problemas, não aja como o que estima seu imperador César"
esteira da canoa,ygara rakypûera,4145,esteira da canoa
que ajudemos um ao outro para criarmos nossos filhos,t'oroîopytybõne oré poromonhangagûera mongakuapa,4146,que ajudemos um ao outro para criarmos nossos filhos
o que fica escarnecendo das pessoas,oporokurá-kuraba'e,4147,o que fica escarnecendo das pessoas
eu sou mais que tu,nde sosé ixé,4148,eu sou mais que você
pesquei peixes,asekyî pirá,4149,pesquei peixes
"conhecendo esses teus pecados, sinto que tu queres ir para o fogo do diabo","iang nde angaîpaba kuapa, anhandub anhanga ratápe nde só potara",4150,"conhecendo esses seus pecados, sinto que você quer ir para o fogo do diabo"
soltei as peias dos pés dele,aîpukusamb-ok,4151,soltei as peias dos pés dele
o pai de meus filhos,xe membyra ruba,4152,o pai dos meus filhos
fui ao encontro do meio das águas,y pytera asopenhan,4153,fui ao encontro do meio das águas
ao estar o sol no meio do mundo,kûarasy 'ara pyterype seneme,4154,ao estar o sol no meio do mundo
passamos uns atrás dos outros,orokûakeó,4155,passamos uns atrás dos outros
"verdadeiramente, eis aqui teu caminho, aquele que tu procuras",anheté kó nde rapé a'e nde remiekara,4156,"verdadeiramente, eis aqui seu caminho, aquele que você procura"
o que minh'alma busca,xe 'anga remiekara,4157,o que minha alma busca
eu sou molengão,xe rekoporeaûsub,4158,eu sou molengão
retribuí o que ele escreveu,aîpoepyk semikûatiara,4159,retribuí o que ele escreveu
"eles mentem, um de cara para o outro","semo'ẽ, oîobaúpa",4160,"eles mentem, um de cara para o outro"
"eu sou uma jibóia, eu sou um socó, eu sou o grande tamoio aimbirê","xe îyboîa, xe sokó, xe tamuîusu aîmbiré",4161,"eu sou uma jibóia, eu sou um socó, eu sou o grande tamoio aimbirê"
"flor de planta, flor",ybotyra,4162,"flor de planta, flor"
sumiu a canoa de mim,okanhem ygara xe suí,4163,sumiu a canoa de mim
dei-lhe porradas na cabeça,aîaparupã,4164,dei-lhe porradas na cabeça
para nos ensinar a orar a deus,tupã mongetá resé îandé mbo'ebo nhẽ,4165,para nos ensinar a orar a Deus
"outro dia, já não agora",karamosé é,4166,"outro dia, já não agora"
"sequei muito, sequei duramente",atining-atã,4167,"sequei muito, sequei duramente"
1) quê? que dizes?,marã-pipó?,4168,1) quê? o que você diz?
"atacamo-los, prendemo-los, antes que se consolem","îasepenhan, îaîpysyk, i apysyk' e'ymebé",4169,"atacamo-los, prendemo-los, antes que se consolem"
fazemos passar as flechas dos malditos,îamongûá moxy ru'uba,4170,fazemos passar as flechas dos malditos
"que se alegrem, descansando","ta soryb, oputugûabo",4171,"que se alegrem, descansando"
"não era deus espírito santo, mas um sinal da sua vinda","-tupã espírito santo anhẽ a'e tatá? -nda tupã espírito santo ruã, tura îekuapaba é - deus espírito santo era, na verdade, aquele fogo?",4172,"não era Deus Espírito Santo, mas um sinal da sua vinda"
a fala de fulano repreendeu-me,xe momotîasó ahẽ nhe'enga,4173,a fala de fulano me repreendeu
rapo-lhe a cabeça,aî'apin,4174,rapo-lhe a cabeça
imagem de deus,tupã ra'angaba,4175,imagem de Deus
toco-a,aîopy,4176,toco-a
este caminho também é penoso,ikó pé bé iî abaí,4177,este caminho também é penoso
furo-lhe a pele,aîpi-kutuk,4178,furo-lhe a pele
matemos meu marido,t'îaîuká xe mena,4179,matemos meu marido
"dou passos largos, dou grandes passos",xe rapupa'ũusu,4180,"dou passos largos, dou grandes passos"
"tempo, lugar, modo, etc de aparar, de rapar, etc",pindaba,4181,"tempo, lugar, modo, etc. de aparar, de rapar, etc."
oprime-nos o coração,oré py'a-pyk,4182,oprime-nos o coração
tu te alegras quando um homem apalpa teus seios?,nde rorype nde kama abá sungáreme?,4183,você se alegra quando um homem apalpa seus seios?
olhando para o órgão sexual da mulher ou do homem,kunhã koîpó abá remimborará resé oma'ẽmo,4184,olhando para o órgão sexual da mulher ou do homem
eu tenho puxos,xe rygeasypu'ãpu'am,4185,eu tenho puxos
essas serão teu futuro assado,aîpó nde remixyrama,4186,essas serão seu futuro assado
que ele deseje muito a lei de deus,t'oî'useî-katu tupã rekó,4187,que ele deseje muito a lei de Deus
não há de ser,aani-xûé ipóne,4188,não há de ser
"tremo, ambas as minhas coxas adormeceram","aryryî, opá xe uba îesyî",4189,"tremo, ambas as minhas coxas adormeceram"
"coisa muito boa é uma grande bebedeira, ficar vomitando cauim","mba'eeté ka'ugûasu, kaûĩ moîeby-îebyra",4190,"coisa muito boa é uma grande bebedeira, ficar vomitando cauim"
eu estou roxo furta-cor,xe roby-kanugûá,4191,eu estou roxo furta-cor
seu senhorzinho reconhecendo imediatamente,o îarĩ kuapa aunhenhẽ,4192,seu senhorzinho reconhecendo imediatamente
que se guarde fulano de falar,te'itenhẽumẽ ahẽ onhe'enga,4193,que se guarde fulano de falar
está impedido também o homem de casar com os que sua irmã gera,sarûab-y bé o endyra remimonhanga resé abá mendara,4194,está impedido também o homem de casar com os que sua irmã gera
"ah, quem me dera uma mulher viesse para o meu lado!",our temõ kunhã xe posé mã!,4195,"ah, quem me dera uma mulher viesse para o meu lado!"
"há um padrinho meu, velho pervertedor dos tupis","oîkobé xe rubangaba, tupi moangaîpaparûera",4196,"há um padrinho meu, velho pervertedor dos tupis"
a boa crença em deus de teu coração não se desprendeu,tupã rerobîá-katu nde py'a suí nd'o'iri,4197,a boa crença em Deus de seu coração não se desprendeu
evocando a morte de meu senhor,xe îara re'õ renõîa,4198,evocando a morte de meu senhor
o diabo me importuna,anhanga xe moaîu,4199,o diabo me importuna
preferiam outrora as pessoas que as matassem?,oîpotarĩ-p'amẽ abá erimba'e o îuká?,4200,preferiam antigamente as pessoas que as matassem?
não! irritei-me,aani! aîemoŷrõ,4201,não! eu me irritei
vou para fazer resgates,asó gûiporepŷana,4202,vou para fazer resgates
"nós assomamos em grande número, nós éramos muitos",oré akoroí,4203,"nós aparecemos em grande número, éramos muitos"
"fica muito feliz, de fato, o homem que se defronta com a morte, encontrando o que cura",sorybeté rakó abá tegûama porarasara moroposanongara supé ogûasema,4204,"fica muito feliz, de fato, o homem que se defronta com a morte, encontrando o que cura"
eu fui bom antes de ir para o céu,xe angaturam ybakype xe só îanondé,4205,eu fui bom antes de ir para o céu
flechou-o em lugar não mortal,iî ara'ape inhybõû,4206,ele foi flechado em lugar não mortal
são muitos os peixes que são gostosos?,setápe pirá seba'e?,4207,são muitos os peixes que são gostosos?
vinha com púrpura e espinhos,aopyranga îu abé ogûerur,4208,vinha com púrpura e espinhos
"desanima, sem mais, de suas diversões também",omanõaibí o nhemosaraîtápe bé,4209,"desanima, sem mais, de suas diversões também"
amarrei-lhe os calcanhares,aîpytá-pûar,4210,amarrei os calcanhares dele
diante de duas pessoas,mokõî abá robaké,4211,diante de duas pessoas
"após não realizar nosso pai primeiro o que deus havia dito, a morte surgiu nele e em nós também","tupã 'îaba îandé rubypy i mopore'ym'iré, te'õ 'ari sesé îandé resé béno",4212,"após não realizarmos primeiro o que Deus havia dito, a morte surgiu nele e em nós também"
"muito longe, fora ou ao revés do que é",aroane'ỹngatu,4213,"muito longe, fora ou ao contrário do que é"
"por quê vocês, maíras e perós, quer dizer, franceses e portugueses, vêm de tão longe procurar madeira para se aquecerem?","""que veut dire que vous autres mairs et peros, c'est à dire françois et portugais, veniez de si loin querir du bois pour vous chauffer?""",4214,"por que vocês, maíras e perós, ou seja, franceses e portugueses, vêm de tão longe procurar madeira para se aquecer?"
"ah, quem me dera não ter transgredido outrora tuas palavras!",n'aîabŷî xûé temõ erimba'e nde nhe'enga mã!,4215,"ah, quem me dera não ter transgredido antigamente suas palavras!"
cingi-o,aîku'aman,4216,eu o cingi
"como modo de honrar sua vinda, comemoramos este dia",turagûera moetesabamo kó 'ara îamoeté,4217,"como forma de honrar sua vinda, comemoramos este dia"
ficaste quebrando a cabeça de teu filho antes de o abortar?,ereîakangá-ngápe nde membyra i akyrar-y îanondé?,4218,você ficou quebrando a cabeça de seu filho antes de abortá-lo?
"ao comer junto dos seus discípulos, o pão devolveu como seu corpo kapi'ĩ sosé kó tuî, tapi'irusu karûápe - eis que sobre o capim ele está deitado, no lugar em que a vaca come","gûemimbo'e pyri o karûápe, miapé moîebyû gûetéramo",4219,"ao comer junto de seus discípulos, o pão devolveu como seu corpo kapi'ĩ sosé kó tuî, tapi'irusu karûápe - eis que sobre o capim ele está deitado, no lugar em que a vaca come"
"portanto, não morri com um pecado sequer!","irõ, oîepé tiruã pecado n'aromanõî!",4220,"portanto, não morri com um pecado sequer!"
lamentando terem nascido de suas mães,o sy suí o 'aragûera moasŷabo,4221,lamentando terem nascido de suas mães
"tu foste gabola, lembrando-te de coisas más?",-nde nhe'engapaparaípe mba'epoxy resé nde ma'enduaramo?,4222,"você foi gabola, lembrando-se de coisas más?"
"oh, muito bem!","té, aûîé nipó!",4223,"oh, muito bem!"
"se o que tem relações sexuais com uma solteira ou por ela se atrai transgride muito a palavra de deus, tanto mais o que perverte uma casada ou o que se atrai por ela","mene'yma resé oîkoba'e abiã koîpó sesé onhemomotaryba'e oîaby-eté tupã nhe'enga, memetipó mendara momoxysara koîpó sesé nhemomotasara",4224,"se quem tem relações sexuais com uma solteira ou por ela se atrai transgride muito a palavra de Deus, tanto mais quem perverte uma casada ou quem se atrai por ela"
queres que ele te coma?,ereîpotápe nde 'u?,4225,você quer que ele te coma?
isso o senhor deus não quer,ianga pa'i tupã n'oîpotari,4226,isso o Senhor Deus não quer
meus dentes tiritam xe rembé-tatak - meu beiço tirita,xe rãîtatak,4227,meus dentes tiritam xe rembé-tatak - meu beiço tirita
lourenço tostado atou minhas mãos,rorẽ-ka'ẽ xe popûá,4228,Lourenço tostado atou minhas mãos
